1166	11542
1164	11540
1165	11541
1169	11546
1167	11544
1168	11545
1170	11548
1171	11549
22375	5988
22376	5989
7276	19399
7275	19398
7274	19397
7273	19396
7272	19395
22370	5981
7271	19393
7270	19392
7269	19390
7767	19973
7766	19972
13988	272
7765	19970
5004	16709
5003	16708
7769	19975
7768	19974
14522	278
5000	16704
5002	16707
5001	16706
4999	16702
1508	12019
1507	12018
1504	12015
1503	12014
1506	12017
1505	12016
1500	12011
1502	12013
1501	12012
5468	17259
5461	17251
5462	17252
5463	17253
5464	17254
5465	17255
5466	17256
5467	17257
532	10709
529	10703
24770	9257
528	10701
24768	9255
531	10707
530	10706
24765	9250
24766	9251
9196	21615
9195	21614
9197	21616
9193	21611
9192	21610
9194	21613
22371	5982
22369	5980
22373	5986
22374	5987
22372	5985
2259	13058
2260	13059
2254	13053
2253	13050
2257	13056
2258	13057
2255	13054
2256	13055
8012	20258
8013	20259
8007	20253
8005	20250
8006	20251
8010	20256
8011	20257
8008	20254
8009	20255
16227	29768
16225	29764
16226	29766
16223	29761
16222	29760
16224	29763
10837	23509
10836	23508
10835	23507
10834	23506
10833	23505
10832	23502
1344	1179
10830	23500
14361	27619
14360	27618
14359	27617
14358	27616
14357	27615
14356	27614
14355	27613
14354	27612
14353	27610
5156	16881
2091	12833
2090	12832
2089	12831
2088	12830
2095	12837
2094	12836
2093	12835
2092	12834
24252	8545
24251	8544
2097	12839
2096	12838
24249	8540
22584	626
10111	22678
10112	22679
10109	22676
10110	22677
10108	22674
10106	22670
10107	22671
24058	8291
13445	26569
13443	26566
13444	26567
13442	26563
13440	26560
13441	26561
24059	8292
24061	8295
24063	8297
24062	8296
20905	393
20894	391
20886	390
20926	396
20920	395
20947	399
18421	32224
18422	32225
18423	32226
18424	32227
18417	32220
18418	32221
18419	32222
18420	32223
18425	32228
18426	32229
20785	3748
20783	3746
20784	3747
20781	3744
20782	3745
20779	3742
20780	3743
16136	29659
16135	29658
9459	21930
9460	21931
9461	21932
9462	21933
9463	21934
9464	21936
9465	21937
9466	21938
9467	21939
16130	29653
13816	270
17484	31169
14074	273
14257	275
4150	15708
4145	15700
4146	15702
4147	15703
4148	15704
4149	15705
23005	6817
25128	9757
25127	9756
25126	9755
25125	9754
7772	19979
25129	9759
11384	24147
7771	19978
11382	24143
11381	24140
11385	24149
19737	33757
19736	33756
19735	33755
19734	33754
19733	33753
16726	30334
3675	15160
16727	30336
16722	30330
16723	30331
16724	30332
16725	30333
16728	30338
16729	30339
3678	15163
3679	15164
3680	15165
23517	7563
10609	23266
10610	23267
10607	23264
10608	23265
10606	23262
10605	23261
10611	23269
24769	9256
24767	9254
22981	6778
22982	6779
22977	6774
22978	6775
22979	6776
22980	6777
22974	6770
22975	6771
22976	6772
21677	5058
21678	5059
21676	5052
6853	18893
6852	18892
6851	18890
6856	18897
6855	18896
6854	18894
6857	18899
6757	18769
6756	18768
19524	33529
19521	33524
6750	18760
6751	18763
19523	33527
6753	18765
6752	18764
6755	18767
6754	18766
23858	8035
23859	8036
23856	8031
23855	8030
23857	8032
23860	8039
1925	12589
1924	12588
1921	12583
1920	12582
1919	12581
1918	12580
1923	12585
1922	12584
6400	18343
2925	13988
2926	13989
2921	13984
2922	13985
2923	13986
2924	13987
2919	13981
2920	13982
2710	13679
2708	13672
2709	13673
2707	13671
4397	16002
4395	16000
4396	16001
4400	16006
4401	16007
4398	16004
4399	16005
22289	5865
22288	5864
4402	16009
22285	5861
22284	5860
22287	5863
22286	5862
5550	17359
5549	17358
5547	17355
5546	17354
5548	17356
5544	17351
5543	17350
5545	17353
7440	19588
7441	19589
7438	19586
7439	19587
7436	19584
7437	19585
7434	19582
7435	19583
7432	19580
7433	19581
8553	20869
8552	20868
8550	20865
8549	20864
8551	20867
8546	20861
8545	20860
8548	20863
8547	20862
22342	5936
22341	5935
22340	5934
22339	5932
22338	5931
22337	5930
19089	33032
24722	9191
23790	7945
24724	9193
23791	7947
23788	7940
23789	7941
24725	9197
24726	9199
5186	16919
5184	16914
5185	16917
5181	16911
5182	16912
5183	16913
1647	12208
1644	12204
1645	12205
1646	12206
1641	12200
1642	12201
1643	12202
15888	29358
15889	29359
387	10518
15881	29350
15882	29351
384	10510
15884	29353
15885	29354
386	10517
15886	29356
385	10515
24501	8867
24500	8865
9005	21408
9006	21409
24497	8860
24498	8861
9001	21404
9002	21405
9003	21406
9004	21407
8997	21400
8998	21401
8999	21402
9000	21403
13679	26834
13680	26835
13681	26837
13676	26830
13677	26831
13678	26833
13682	26839
11741	24579
11740	24577
11739	24576
11738	24575
11737	24573
11736	24572
11735	24571
11734	24570
15057	28409
15056	28408
15052	28403
15051	28402
15050	28401
15055	28407
15054	28406
15053	28405
20239	34329
20238	34328
20237	34325
20236	34324
20235	34323
20234	34322
20233	34321
22793	6540
11026	23718
11024	23716
11025	23717
11022	23714
11023	23715
11020	23712
11021	23713
11019	23711
13822	27008
13823	27009
13821	27006
13819	27004
13820	27005
13818	27003
13817	27001
18737	32589
18736	32588
18730	32580
18732	32583
18731	32582
18733	32585
18735	32587
18734	32586
25265	9940
25266	9941
25267	9944
25268	9945
25269	9948
18272	32057
18271	32056
18270	32055
18269	32054
18268	32053
18267	32051
18266	32050
18274	32059
18273	32058
14631	27925
14630	27924
12732	25714
12733	25715
12728	25710
12729	25711
12730	25712
12731	25713
12734	25719
9409	21875
9408	21874
9411	21877
9410	21876
9406	21871
9405	21870
9407	21872
13024	26067
13023	26066
13022	26065
13021	26064
13020	26063
13019	26062
13018	26061
13017	26060
13026	26069
13025	26068
3253	14668
6585	18569
6584	18568
19714	33728
19715	33729
3248	14660
3249	14661
19710	33724
19711	33725
19708	33722
19709	33723
19706	33720
6580	18564
14546	27828
14543	27824
14544	27825
14545	27827
14540	27820
14541	27821
14542	27822
23799	796
23782	793
19566	33572
23760	790
23824	799
3652	15139
3651	15138
10831	23501
3647	15133
3646	15132
3645	15130
3650	15136
3649	15135
3648	15134
18017	31767
18014	31760
18015	31761
18016	31762
18018	31769
19847	33894
19848	33896
19849	33897
19846	33890
19850	33898
19851	33899
19981	34046
19979	34044
19980	34045
19977	34042
19978	34043
19976	34040
19982	34048
19983	34049
17776	31492
17774	31490
17775	31491
17779	31496
17780	31497
17777	31494
17778	31495
17781	31498
17782	31499
3390	14836
21466	4761
21468	4763
21467	4762
21470	4765
21469	4764
21472	4767
21471	4766
21474	4769
21473	4768
7569	19748
7570	19749
7562	19740
7563	19741
7564	19742
7565	19743
7566	19744
7567	19745
7568	19747
4543	16184
266	10354
267	10355
268	10356
263	10350
264	10351
265	10352
269	10359
22583	6259
22580	6253
22579	6252
22578	6251
22577	6250
22582	6256
22581	6255
24254	8547
24082	832
24066	830
24253	8546
24114	836
24124	837
24099	834
24133	838
24142	839
24250	8542
21826	5249
21825	5248
5486	1728
5493	1729
21823	5245
5475	1727
5451	1724
5460	1725
5437	1722
5419	1720
5428	1721
6075	17968
6073	17966
6074	17967
6071	17964
6072	17965
6069	17962
6070	17963
6067	17960
6068	17961
5396	17173
1834	12468
1831	12465
1832	12466
1833	12467
1828	12461
1829	12462
1830	12463
23673	7777
23672	7776
23671	7775
23670	7773
23669	7772
23674	7779
7163	19263
7162	19262
7161	19261
7165	19267
7164	19264
7166	19268
5401	17179
5400	17178
12556	2551
12586	2554
12594	2555
12603	2556
12619	2558
12626	2559
1119	11476
1120	11477
1117	11474
1118	11475
1115	11472
1116	11473
1114	11471
1121	11478
1122	11479
5377	17148
5374	17145
5375	17146
5376	17147
5371	17140
5372	17142
5373	17143
24689	914
24973	9544
24706	916
24972	9542
24683	913
24676	912
8970	21369
8969	21368
14339	27594
14340	27595
14341	27596
14342	27597
14337	27591
14338	27593
14343	27599
15796	29259
15795	29258
15792	29255
8966	21365
15794	29257
15793	29256
15788	29251
15787	29250
15790	29253
8965	21364
20192	34280
20193	34281
20194	34282
20195	34283
20196	34284
20197	34285
20198	34286
20199	34288
13508	26647
13507	26645
13506	26644
13505	26643
13504	26642
13503	26641
13502	26640
13509	26648
3168	1447
3165	1442
10412	23039
10411	23037
10410	23036
10409	23035
10408	23034
10407	23033
10406	23032
10405	23031
3170	1448
9828	22348
9826	22346
9827	22347
9824	22344
9825	22345
9823	22343
9821	22340
9822	22341
15250	28618
15251	28619
15245	28612
15246	28613
15243	28610
15244	28611
15248	28616
15249	28617
15247	28614
11004	23693
11003	23692
11002	23691
11001	23690
11008	23697
11007	23696
11006	23695
11005	23694
11010	23699
11009	23698
19008	32938
19009	32939
23078	6965
12721	25699
12720	25698
12713	25691
12715	25693
12714	25692
12717	25695
12716	25694
12719	25697
12718	25696
11235	23969
11228	23961
11230	23963
11229	23962
11232	23965
11231	23964
11234	23967
11233	23966
14053	27279
14052	27278
14048	27273
14047	27272
14049	27274
14051	27277
14050	27276
12573	25527
12572	25526
12571	25525
12570	25524
12569	25522
12568	25521
12567	25520
7365	195
7531	197
7031	191
6944	190
12575	25529
12574	25528
2796	13791
2795	13790
2798	13793
17732	31441
2799	13794
20411	3453
20392	3451
20435	3456
20446	3457
20454	3458
20460	3459
3043	14149
3042	14148
3040	14145
3039	14144
3041	14147
3037	14140
3038	14143
4243	15818
4244	15819
4236	15810
4237	15811
4238	15812
4239	15813
4240	15815
4241	15816
4242	15817
6677	18673
6676	18672
6675	18671
19866	33919
19865	33918
3178	14499
3177	14498
3173	14493
6390	18333
6387	18330
6388	18331
3176	14497
19862	33914
3175	14495
3174	14494
6679	18675
6678	18674
892	11188
14255	27497
22174	5720
22175	5721
22178	5726
22176	5724
3857	15368
3858	15369
3852	15362
3853	15363
3851	15360
22737	6470
3855	15366
3856	15367
3854	15365
17799	31517
17798	31516
17797	31514
17796	31513
17795	31512
17794	31511
17793	31510
17801	31519
17800	31518
7339	19469
7338	19468
7335	19465
7334	19464
7337	19467
7336	19466
7331	19461
7330	19460
7333	19463
7332	19462
20978	4044
20979	4045
20976	4040
20977	4043
20980	4049
5617	17434
5618	17436
5619	17437
5614	17430
5615	17431
5616	17432
5620	17439
2455	13324
2456	13326
2453	13321
2454	13322
2457	13328
2458	13329
7888	20124
7889	20126
7890	20127
7885	20120
7886	20121
7887	20122
7891	20128
7892	20129
15720	29166
3361	14800
1400	11873
3363	14802
1399	11871
3364	14804
3365	14805
1401	11874
1402	11875
3367	14808
3368	14809
1404	11878
1405	11879
23814	7979
5095	1681
5105	1682
5137	1686
5164	1689
5154	1688
16423	29988
16418	29980
16420	29983
16419	29982
16422	29987
16421	29986
14739	28054
14740	28055
14741	28056
14742	28057
14736	28050
14737	28051
14738	28053
14743	28058
6297	18225
4880	16569
4879	16568
17516	312
17421	311
17331	310
17783	315
4878	16567
12389	25321
12391	25323
12390	25322
12392	25324
12394	25327
12393	25326
12396	25329
12395	25328
15006	28357
23062	6933
23060	6930
23063	6936
23064	6937
10365	2298
10301	2291
10357	2297
10328	2294
23065	6938
23066	6939
686	10916
687	10917
685	10915
684	10913
683	10911
688	10918
23003	6812
23004	6815
4756	16428
4757	16429
4755	16427
4753	16420
4754	16422
8927	21318
8923	21314
8924	21315
8925	21316
8926	21317
8920	21310
8921	21311
8922	21313
10347	22959
10346	22958
10342	22953
10341	22952
10340	22951
10339	22950
10345	22956
10344	22955
10343	22954
14192	2743
14183	2742
14228	2747
14217	2746
14247	2749
11383	24145
16869	3049
16859	3048
16813	3043
16833	3045
16823	3044
16853	3047
14182	27419
14181	27418
14174	27411
14173	27410
14176	27413
14175	27412
14178	27415
14177	27414
14180	27417
14179	27416
8727	21073
8726	21072
15618	29048
15619	29049
15615	29044
15616	29045
15617	29047
15612	29040
15613	29041
15614	29042
17248	30910
17249	30911
17250	30912
17251	30913
17252	30914
17253	30915
17254	30916
17255	30917
17256	30918
17257	30919
17387	31069
17386	31068
17385	31067
17384	31061
17383	31060
20922	3952
20921	3950
20925	3957
20924	3956
20923	3954
20592	34748
20587	34741
20586	34740
20588	34742
20590	34745
20589	34744
20591	34746
11631	24441
11633	24446
11632	24444
11634	24448
9642	22139
9641	22138
9635	22131
9634	22130
9636	22133
9638	22135
9637	22134
9640	22137
9639	22136
18859	32747
18858	32746
18857	32745
18856	32744
18855	32743
18854	32742
18853	32741
18852	32740
18860	32749
21252	4453
21251	4451
21253	4454
21254	4458
6802	18819
19095	33038
19096	33039
6798	18813
6797	18812
6796	18811
6795	18810
6801	18817
6800	18816
19087	33030
6799	18814
9291	2174
23194	7128
23195	7129
23192	7126
23193	7127
23190	7124
23191	7125
23189	7122
23188	7120
21611	4964
22322	591
22336	593
22331	592
22352	595
22346	594
22368	598
3324	14758
3325	14759
3321	14755
3322	14756
3323	14757
3317	14750
3318	14751
3319	14752
3320	14753
2871	13904
2872	13906
2869	13900
2870	13903
2873	13908
6194	18105
6193	18104
6196	18107
6195	18106
6190	18101
6189	18100
6192	18103
6191	18102
6198	18109
6197	18108
22065	5579
22064	5576
22063	5575
22062	5574
22061	5573
22060	5572
22059	5570
16504	30077
16503	30076
16502	30075
16501	30073
16500	30072
16499	30071
16498	30070
15005	28355
16505	30078
17614	31306
17615	31307
17612	31304
15004	28354
17611	31302
17610	31300
15003	28353
17616	31309
15001	28351
924	11229
923	11228
922	11227
921	11223
920	11222
919	11221
918	11220
6995	19059
6988	19050
6989	19051
6990	19052
6991	19053
6992	19055
6993	19056
6994	19057
4932	16628
4933	16629
4930	16626
4931	16627
4929	16624
4927	16622
4928	16623
4925	16620
4926	16621
2043	12758
2041	12756
2042	12757
2039	12754
2040	12755
2037	12750
2038	12751
5247	16994
5248	16995
5249	16996
5250	16997
5244	16991
5245	16992
5246	16993
24670	9113
5251	16998
5252	16999
24673	9117
1704	12284
1705	12287
1702	12281
1703	12282
8799	21159
8796	21156
8797	21157
8795	21154
1706	12288
8794	21153
8791	21150
8792	21151
9069	21484
9070	21485
9071	21486
9072	21487
9065	21480
9066	21481
9067	21482
9068	21483
9073	21488
9074	21489
2582	13489
2581	13488
505	10666
501	10661
502	10662
503	10663
2576	13483
2575	13482
2578	13485
2577	13484
2580	13487
2579	13486
2335	13157
2334	13156
2333	13154
2332	13153
2331	13152
2330	13151
2329	13150
8388	20681
8387	20680
8389	20682
8391	20685
8390	20684
2337	13159
2336	13158
442	10593
441	10591
445	10596
446	10597
443	10594
444	10595
447	10598
448	10599
8103	20357
8102	20356
8101	20354
8100	20353
8099	20352
8098	20351
8097	20350
16031	29534
16032	29535
16033	29536
16034	29537
16027	29530
16028	29531
16029	29532
16030	29533
16035	29539
21262	4468
2523	1341
2530	1342
2536	1343
2545	1344
12526	25478
24130	8376
24131	8377
24129	8375
24127	8372
24128	8373
24125	8370
24126	8371
24132	8379
9906	22440
9908	22443
9907	22442
9910	22445
9909	22444
9912	22447
9911	22446
9913	22449
13263	26351
13262	26350
13265	26353
13264	26352
13267	26355
13266	26354
13269	26359
13268	26358
18665	32501
18664	32500
18667	32503
18666	32502
18669	32505
18668	32504
18670	32507
18671	32509
20716	3629
23939	8140
20710	3621
20712	3623
20711	3622
20714	3625
20713	3624
20715	3626
23031	6886
23941	8143
23030	6883
23029	6881
23032	6888
11985	24849
11984	24848
11983	24847
11982	24846
11981	24845
23033	6889
11980	24843
11979	24842
11978	24841
11977	24840
11806	2465
11825	2467
11758	2460
11777	2462
11787	2463
11835	2468
11845	2469
23943	8147
19488	33486
23942	8146
25049	9653
25048	9651
25052	9657
25050	9654
25051	9655
25053	9659
22272	5847
22271	5846
22270	5845
19667	3368
19678	3369
19630	3364
19641	3365
19648	3366
19658	3367
19591	3360
19619	3363
16672	30271
16671	30270
16674	30273
16673	30272
16675	30274
16676	30277
16678	30279
16677	30278
21134	4273
21133	4272
21135	4275
21137	4279
21136	4278
10535	23183
10534	23182
10533	23181
10532	23180
10539	23187
10538	23186
10537	23185
10536	23184
10541	23189
10540	23188
17232	30895
17231	30894
17234	30897
17233	30896
17229	30890
17230	30893
17236	30899
17235	30898
12904	25923
12903	25922
12902	25921
12901	25920
12908	25927
12907	25926
12906	25925
12905	25924
12910	25929
12909	25928
10787	23459
10786	23458
10780	23450
10782	23453
10781	23452
10783	23455
10785	23457
10784	23456
22473	6125
22474	6127
22471	6121
22470	6120
22472	6123
22475	6128
342	10447
19242	33208
6620	18608
6614	18602
6615	18603
6612	18600
6613	18601
6618	18606
6619	18607
6616	18604
6617	18605
2199	12978
2198	12976
2196	12974
2197	12975
2194	12972
2195	12973
2193	12971
23160	7081
23159	7080
23161	7087
23163	7089
23162	7088
23961	8170
23962	8171
23963	8172
23964	8173
23965	8174
23966	8176
23967	8177
23968	8178
23969	8179
3955	15479
3949	15472
3950	15473
3947	15470
3948	15471
3953	15476
3954	15477
3951	15474
3952	15475
15555	28979
15554	28978
15553	28977
15552	28976
15551	28975
15550	28972
15549	28971
15548	28970
2748	13737
2747	13734
2746	13732
2745	13731
2744	13730
2750	13739
2749	13738
1045	11380
1046	11382
1047	11383
1048	11385
7082	19158
7079	19155
7078	19154
7081	19157
7080	19156
7075	19150
7077	19153
7076	19152
24259	8552
24260	8553
23736	7865
23735	7864
23734	7863
23733	7862
23732	7861
23738	7869
23737	7868
5104	16819
5103	16818
5097	16811
5096	16810
5099	16813
5098	16812
5100	16815
5102	16817
5101	16816
1586	12129
1585	12128
1580	12120
1581	12122
1582	12124
1584	12127
1583	12126
318	10417
317	10416
316	10414
315	10413
314	10412
313	10411
312	10410
11434	24206
320	10419
319	10418
11436	24209
24818	9328
24819	9329
11435	24208
24815	9322
24816	9323
24817	9325
9282	21729
9281	21728
